m_university_name,m_major_name
California Institute of Technology,Civil Engineering
California Institute of Technology,Civil Engineering
California Institute of Technology,Civil Engineering
California Institute of Technology,Electrical, Electronics and Communications Engineering
California Institute of Technology,Electrical, Electronics and Communications Engineering
California Institute of Technology,Electrical, Electronics and Communications Engineering
California Institute of Technology,Electrical, Electronics and Communications Engineering
California Institute of Technology,Engineering Mechanics
California Institute of Technology,Engineering Mechanics
California Institute of Technology,Engineering Physics
California Institute of Technology,Engineering Physics
California Institute of Technology,Engineering Physics
California Institute of Technology,Environmental/Environmental Health Engineering
California Institute of Technology,Environmental/Environmental Health Engineering
California Institute of Technology,Environmental/Environmental Health Engineering
California Institute of Technology,Materials Engineering
California Institute of Technology,Materials Engineering
California Institute of Technology,Materials Engineering
California Institute of Technology,Materials Engineering
California Institute of Technology,Mechanical Engineering
California Institute of Technology,Mechanical Engineering
California Institute of Technology,Mechanical Engineering
California Institute of Technology,Mechanical Engineering
California Institute of Technology,Systems Engineering
California Institute of Technology,Systems Engineering
California Institute of Technology,English Language and Literature, General
California Institute of Technology,Biology, General
California Institute of Technology,Biology, General
California Institute of Technology,Biology, General
California Institute of Technology,Biochemistry, Biophysics and Molecular Biology
California Institute of Technology,Biochemistry, Biophysics and Molecular Biology
California Institute of Technology,Cell/Cellular Biology and Anatomical Sciences
California Institute of Technology,Microbiological Sciences and Immunology
California Institute of Technology,Genetics
California Institute of Technology,Neurobiology and Neurosciences
California Institute of Technology,Neurobiology and Neurosciences
California Institute of Technology,Neurobiology and Neurosciences
California Institute of Technology,Mathematics
California Institute of Technology,Mathematics
California Institute of Technology,Mathematics
California Institute of Technology,Applied Mathematics
California Institute of Technology,Applied Mathematics
California Institute of Technology,Applied Mathematics
California Institute of Technology,Mathematics and Computer Science
California Institute of Technology,Mathematics and Computer Science
California Institute of Technology,Multi/Interdisciplinary Studies, Other
California Institute of Technology,Philosophy
California Institute of Technology,Astronomy and Astrophysics
California Institute of Technology,Astronomy and Astrophysics
California Institute of Technology,Astronomy and Astrophysics
California Institute of Technology,Chemistry
California Institute of Technology,Chemistry
California Institute of Technology,Chemistry
California Institute of Technology,Geological and Earth Sciences/Geosciences
California Institute of Technology,Geological and Earth Sciences/Geosciences
California Institute of Technology,Geological and Earth Sciences/Geosciences
California Institute of Technology,Physics
California Institute of Technology,Physics
California Institute of Technology,Physics
California Institute of Technology,Social Sciences, General
California Institute of Technology,Social Sciences, General
California Institute of Technology,Economics
California Institute of Technology,Political Science and Government
California Institute of Technology,Business/Managerial Economics
California Institute of Technology,History
San Diego State University,Natural Resources Conservation and Research
San Diego State University,Natural Resources Conservation and Research
San Diego State University,City/Urban, Community and Regional Planning
San Diego State University,Area Studies
San Diego State University,Area Studies
San Diego State University,Ethnic, Cultural Minority, Gender, and Group Studies
San Diego State University,Ethnic, Cultural Minority, Gender, and Group Studies
San Diego State University,Ethnic, Cultural Minority, Gender, and Group Studies
San Diego State University,Communication and Media Studies
San Diego State University,Communication and Media Studies
San Diego State University,Journalism
San Diego State University,Radio, Television, and Digital Communication
San Diego State University,Radio, Television, and Digital Communication
San Diego State University,Public Relations, Advertising, and Applied Communication
San Diego State University,Public Relations, Advertising, and Applied Communication
San Diego State University,Computer and Information Sciences, General
San Diego State University,Computer and Information Sciences, General
San Diego State University,Information Science/Studies
San Diego State University,Computer Science
